SMILES,QED,LogP,Molecular_Weight,TPSA,HBA,HBD,Rotatable_Bonds,Aromatic_Rings,Heavy_Atoms,Rings,Formal_Charge,Lipinski_Violations
CCOc1cc(CNC(=O)c2ccc(S(N)(=O)=O)cc2)ccc1OC,0.7769326935808704,1.6713,364.4230000000001,107.71999999999998,5,2,7,2,25,2,0,0
CNCc1ccc(-c2cn(-c3cc(O)c(F)c(F)c3)cn2)cc1F,0.7694887354728636,3.3816000000000015,333.31299999999993,50.08,4,2,4,3,24,3,0,0
COc1ccc(NC(=O)Cn2cnc3sc4c(c3c2=O)CCCC4)cc1,0.7672842991381638,2.9841000000000015,369.44600000000025,73.22,6,1,4,3,26,4,0,0
Nc1nc2c(ncn2CCCc2ccc(Cl)c(Cl)c2)c(=O)[nH]1,0.7652228686839206,2.6414,338.19800000000004,89.59,5,2,4,3,22,3,0,0
COc1ccc(S(=O)(=O)n2ccc3c(C)nc(N)nc32)cc1OC,0.7619381806763288,1.57612,348.3840000000001,109.33000000000001,8,1,4,3,24,3,0,0
Nc1nnc(SCc2cccc(F)c2)nc1NC(=O)CN1[CH]CCC1,0.7603821591205638,2.08129,361.4260000000003,97.02999999999999,7,2,6,2,25,3,0,0
COc1ccc(NC(=O)c2cc(O)c(-c3ccn(C)n3)nn2)cc1,0.7586914367231179,1.8435999999999992,325.32800000000003,102.16,7,2,4,3,24,3,0,0
Cl.Nc1ncnc2c1ncn2C1CCC(c2ccc(F)c(F)c2)C1=O,0.7541962697879974,2.7963000000000013,365.7710000000001,86.69,6,1,2,3,25,4,0,0
Cl.Nc1n[nH]c2ccc(S(=O)(=O)N3CCC(O)CC3)cc12,0.7494878817696611,0.7122999999999998,332.8130000000001,112.31,5,3,2,2,21,3,0,0
Cc1ccc2c(n1)C(=O)N(Cc1cccc(C)c1Cl)C2=O.Cl.Cl,0.7478735547210144,3.9916400000000034,373.6670000000001,50.27,3,0,2,2,23,3,0,0
Cc1ccc(-c2ccc3oc(N)nc3c2)cc1OC(C)C(=O)O.Cl,0.7461287329020602,3.659120000000001,348.786,98.58,5,2,4,3,24,3,0,0
COc1ccc(NC(=O)Cn2sc3nc(C)cc(C)c3c2=O)cc1OC,0.7435535051949858,2.730740000000001,373.4340000000002,82.45,7,1,5,3,26,3,0,0
COc1ccc(C(=O)Nc2ccc(OC)c(OCC(N)=O)c2)cc1OC,0.7432567228356384,1.8288,360.3660000000001,109.11,6,2,8,2,26,2,0,0
O=C(Nc1ccccc1)N1N=C(c2ccc(F)cc2)CC1c1ccco1,0.7381312161835353,4.801900000000003,349.36500000000007,57.84,3,1,3,3,26,4,0,0
Cc1cc(C)c(C#N)c(NC(=O)Cn2nnc(-c3ccnn3C)n2)n1,0.7378826981866003,0.5958199999999998,337.34700000000004,127.20000000000002,9,1,4,3,25,3,0,0
COc1ccc(O)c(S(=O)(=O)NCc2ccc(C(=O)O)cc2)c1,0.7374317083965405,1.5775000000000001,337.353,112.92999999999999,5,3,6,2,23,2,0,0
CCC(C)(O)c1ccc(NS(=O)(=O)c2ccc3nonc3c2)cc1,0.7348880421240124,2.6411000000000007,347.396,105.32000000000001,6,2,5,3,24,3,0,0
CC(C(=O)NC1CCC1=O)n1cc(-c2cscn2)c2c(N)ncnc21,0.7325136538242779,1.5456999999999999,356.4110000000001,115.79,8,2,4,3,25,4,0,0
Cc1ccc(S(=O)(=O)NCCc2cc(-n3cnnc3)ccn2)cc1C,0.7264544867806538,1.8001400000000003,357.4390000000001,89.77,6,1,6,3,25,3,0,0
CC(F)(F)CC1(O)CC1Cn1c(-c2ccsc2)nc2c(N)ncnc21,0.7255264292618323,2.9333,365.4090000000001,89.85,7,2,5,3,25,4,0,0
NCc1ccc(S(=O)(=O)Nc2ccc(-n3ccnc3)cn2)cc1Cl,0.7227667318117975,2.1802,363.83000000000004,102.9,6,2,5,3,24,3,0,0
COc1ccc(-c2nnc(-c3nc(N)ns3)s2)cc1OCC(F)F,0.7114396697247313,2.9583000000000004,371.39400000000006,96.04,9,1,6,3,24,3,0,0
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)[C@H](O)C1,0.7086436852714915,0.10289999999999944,263.301,110.08000000000001,7,3,2,2,19,3,0,0
COc1ccc(OC)c(NS(=O)(=O)c2cnc3c(N)nccn23)c1,0.7079612067447398,1.1294999999999997,349.37200000000007,120.83999999999999,8,2,5,3,24,3,0,0
Cc1cc(C)c2nc(-c3ccnc(N)c3)c(N)nc2c1OCC=O,0.7054753327951071,2.0507399999999993,323.3560000000001,117.00999999999999,7,2,4,3,24,3,0,0
CCN.CN(C)c1ccc(CSCc2cnc3nc[nH]c3c2)cc1Cl,0.7006602966873379,4.075700000000003,377.94500000000005,70.83,5,2,5,3,25,3,0,0
Cc1cc(CNc2ccc3ccn(C(=O)NC4CCC4)c3n2)ccc1Cl,0.7000424242354314,4.720420000000003,368.86800000000005,58.95,4,2,4,3,26,4,0,0
Nc1nnnn1CCS(=O)(=O)c1ccc(Cl)c(Cl)c1NC(=O)O,0.696511489162324,1.1259000000000001,381.2010000000001,153.08999999999997,8,3,5,2,23,2,0,0
Cn1c(=O)n(Cc2ccc3c(c2)OCO3)c(=O)c2c(N)ncnc21,0.6958136511197699,-0.1506000000000004,327.3,114.26,9,1,2,3,24,4,0,0
Nc1nc2c(s1)CCN(c1nc3cc(Cl)cc(Cl)c3s1)CC2=O,0.6882533294805244,3.887200000000001,385.30100000000016,72.11,7,1,1,3,23,4,0,0
Nc1nc2cc(C(F)(F)F)ccc2n1CCc1ccc(Cl)c(Cl)c1,0.6860839020391705,5.186800000000002,374.193,43.839999999999996,3,1,3,3,24,3,0,1
COc1ccc(-n2cc(NS(N)(=O)=O)s2)cc1S(N)(=O)=O,0.6822381024756783,-0.18979999999999964,352.4190000000001,146.51,7,3,5,2,21,2,0,0
Cc1c(OCC(=O)Nc2cccnc2-n2nnnc2N)ccc(Cl)c1Cl,0.6809921950771782,2.27222,394.2220000000002,120.83999999999999,8,2,5,3,26,3,0,0
Cc1c(C=C2C(=O)N=C(O)C2=O)ccc(-n2ccnc2)c1Cl,0.6803434484862725,2.28332,315.716,84.55,4,1,2,2,22,3,0,0
Cc1ccc(-c2nnc(N)nc2-c2ccc(O)nc2)cc1OCC=O,0.6750331534530382,1.7745199999999994,337.3390000000001,124.11000000000001,8,2,5,3,25,3,0,0
Nc1nc(N)c2nc(CN3CCc4cc(Cl)ccc43)nc(Cl)c2n1,0.6745033224280177,2.4537000000000004,362.22400000000005,106.83999999999999,7,2,2,3,24,4,0,0
Cc1c(C2c3nc4cc(O)ccc4nc3CCC2CN)ccc(Cl)c1Cl,0.6729656012981695,4.603620000000003,388.2980000000001,72.03,4,2,2,3,26,4,0,0
CCOc1ccc(-c2cc3c(N)n[nH]c3nc2NC(C)=O)cc1Cl,0.6727887580159146,3.2176,345.7900000000001,105.91999999999999,5,3,4,3,24,3,0,0
Cc1cccc(-c2ccc3c(N)nc(C(N)=O)c(N)c3c2)c1Cl,0.6718306413367712,3.1269199999999993,326.78700000000003,108.02,4,3,2,3,23,3,0,0
Cc1c(N)cccc1C1CC2c3ccc4nc(N)ccc4c3C(=O)N12,0.6700921785180104,3.349520000000001,330.3910000000001,85.24,4,2,1,3,25,5,0,0
CC=O.Nc1nonc1-c1nc2cc(O)c(OC(F)(F)F)cc2s1,0.6668893578927937,2.7379,362.289,124.36000000000001,9,2,2,3,24,3,0,0
COc1cccc(-c2nc3c(=O)n(C)c(=O)nc-3n(C)n2)c1,0.6636748503898973,0.049399999999999666,299.29,91.89999999999999,8,0,2,1,22,3,0,0
CCOc1cc(-c2nnc(NC(=O)c3ccc(Cl)s3)s2)ccc1OC,0.6608427910300637,4.579600000000003,395.89300000000014,73.34000000000002,7,1,6,3,25,3,0,0
CCOc1cc(-c2nnc(NC(=O)c3ccc(CN)o3)o2)ccc1OC,0.6594279004452273,2.4479000000000006,358.35400000000016,125.64000000000001,8,2,7,3,26,3,0,0
Cc1cccc(NC(=O)CSc2nnc(-c3ccno3)n2C)c1Cl.Cl,0.6592257480974895,3.5845200000000026,400.291,85.84,7,1,5,3,25,3,0,0
COc1cccc(NC(=O)c2cc(-c3nnn[nH]3)cc(N)n2)c1,0.657004580714142,1.1047999999999996,311.30500000000006,131.7,7,3,4,3,23,3,0,0
C.Cc1ccc(-n2cc(COc3ncc(Cl)nc3N)nn2)cc1OCCF,0.6562333233494415,3.164720000000001,394.83800000000014,100.97,8,1,7,3,27,3,0,0
COc1cccc(NC(=S)NCc2ccc(S(N)(=O)=O)cc2)c1OC,0.6561773360878388,1.8377999999999999,381.47900000000016,102.67999999999999,5,3,6,2,25,2,0,0
CCN.Cc1ccc(NC(=O)Cn2cnc3c(N)ncnc32)cc1Cl,0.6545741681895254,1.97402,361.837,124.74,7,3,3,3,25,3,0,0
CN(C)c1ccc(-c2nc3scc(C(=O)O)c3nc2N)cc1F.CO,0.6541326796800517,2.4523000000000006,364.40200000000004,112.57000000000001,7,3,3,3,25,3,0,0
COC(=O)C1CN(c2ccc(N=NCc3ccc(O)o3)cc2)CCN1C,0.652425840986536,2.5625,358.39800000000014,90.86999999999999,8,1,5,2,26,3,0,0
CCOc1ccc(-c2nnc(NC(=O)c3ccc(O)s3)o2)cc1OCC,0.6500957230370056,3.5534000000000017,375.4060000000001,106.71000000000002,8,2,7,3,26,3,0,0
Nc1sc(-c2ccc(Cl)c(Cl)c2)cc1C(=O)OCc1cccnc1,0.6441036075523779,5.056100000000003,379.2680000000001,65.21000000000001,5,1,4,3,24,3,0,1
Cc1c(-n2c(-c3ccccc3O)n[nH]c2=S)ccc(Cl)c1Cl,0.6440365401476996,4.917710000000002,352.2460000000001,53.839999999999996,4,2,2,3,22,3,0,0
Cc1cc(S(N)(=O)=O)ccc1NC(=O)Cn1c(N)nc2ccccc21,0.6437789317590757,1.2130199999999995,359.4110000000001,133.1,6,3,4,3,25,3,0,0
Cl.Cl.NCCc1ccc(O)cc1OCc1ccnc(-n2cccn2)n1.O,0.6420758787509077,1.4669999999999992,402.2820000000001,130.58,7,2,6,3,26,3,0,0
Cc1cc(C)c2nc(N)nc(N)c2c1Sc1c(Cl)ccc(Cl)c1C,0.6417085177353727,5.177460000000002,379.31600000000014,77.82,5,2,2,3,24,3,0,1
Cc1ccc(S(=O)(=O)NNc2nnc(S(N)(=O)=O)s2)cc1C,0.639256915835444,0.10774000000000045,363.44600000000014,144.14,8,3,5,2,22,2,0,0
Cc1ccc(NC(=O)Nc2ccc(C(N)=O)cc2)cc1OCC(=O)O,0.6384555806120775,2.20132,343.33900000000017,130.75,4,4,6,2,25,2,0,0
Nc1nccc2c1nc(N)n2-c1ccc(CCC(=O)O)cc1Cl.O=O,0.6373657397616139,2.3225,363.76099999999997,154.19,8,3,4,3,25,3,0,0
Cc1ccccc1SCC1=NCCN1C(=O)c1ccc2nc(N)sc2c1Cl,0.6359211254389311,4.486920000000003,416.95900000000006,71.58,6,1,4,3,27,4,0,0
Nc1nnc(SCc2cccc(C(F)(F)F)c2)c(C(F)(F)F)c1O,0.6297736894033467,4.094300000000001,369.29,72.03,5,2,3,2,24,2,0,0
O=C1CSC(Sc2nnc(-c3ccncn3)nn2)N1Cc1ccc(F)s1,0.6293373802940785,2.0755,407.4810000000001,97.64999999999999,10,0,5,3,26,4,0,0
Cc1ccc(-c2nc3cc(O)c(=O)[nH]c3cc2Cl)cc1SN,0.6261301599688354,3.223320000000001,333.80000000000007,92.0,5,3,2,3,22,3,0,0
CN(C)c1ccc(NCc2c[nH]c3nccc(Br)c23)cc1Cl.Cl,0.6239313384969541,5.078700000000003,416.15000000000003,43.95,3,2,4,3,23,3,0,1
COc1ccccc1CCC(=O)NCCCN1Cc2ccc(OC)c(OC)c2C1,0.6231944734106664,3.1671000000000022,398.50300000000016,60.03,5,1,10,2,29,3,0,0
CCn1c(N)nc2ccc(NCc3ccnc(NC4CCC4)c3)cc2c1=O,0.6220025026859871,2.9701000000000013,364.4530000000002,97.86000000000001,7,3,6,3,27,4,0,0
Nc1ncc(Cc2ccc(O)s2)nc1NS(=O)(=O)c1ccc(F)s1,0.6196637280974711,2.4181,386.4550000000001,118.19999999999999,8,3,5,3,24,3,0,0
CCOc1cc(CSc2nnc(N)nc2-c2ccc(O)c(F)c2)ccc1C,0.6191982249143629,3.964920000000002,386.4520000000001,94.15,7,2,6,3,27,3,0,0
Nc1nnc(SCC(=O)Nc2ccc(Br)c(S(N)(=O)=O)c2)s1,0.6138287076035654,1.261,424.32700000000017,141.06,8,3,5,2,22,2,0,0
Oc1ccc(-c2nc(-c3ccnnc3)cs2)cc1OCCCN1CCOCC1,0.6127033869019076,3.0738000000000003,398.4880000000004,80.60000000000001,8,1,7,3,28,4,0,0
Cc1sc(NC(=O)NCCc2ccc(Cl)cc2)nc1-c1ccncc1Cl,0.6122157391049854,5.184520000000004,407.326,66.91,4,2,5,3,26,3,0,1
COc1ccc(CCNc2nc(N)nc3ccc(OC)c(OC)c23)cc1OC,0.6113789630657407,2.9010000000000007,384.4360000000002,100.75000000000001,8,2,8,3,28,3,0,0
Nc1nc2ccc(SCc3ccc(Cl)c(Cl)c3)c(C(=O)O)c2s1,0.605775328450041,5.1758000000000015,385.2970000000001,76.21,5,2,4,3,23,3,0,1
COc1ccc(-c2nnc(SCC(=O)Nc3nc(C)no3)s2)cc1OC,0.6052347363414887,2.644520000000001,393.45000000000016,112.26,10,1,7,3,26,3,0,0
CCN(CC)CCNc1ccc(C#N)c2nc3nccnc3nc12.CCO.Cl,0.6039495470038294,2.618780000000001,403.9180000000002,110.85000000000001,8,2,6,3,28,3,0,0
COc1cccc(-c2nnc(SCC(=O)Nc3nc(C)cs3)s2)c1OC,0.5963358902664007,3.718020000000002,408.5300000000001,86.23,9,1,7,3,26,3,0,0
CCc1c(C)ccc2nc(NC(=O)c3ccc(-n4cnnc4)cc3)sc12,0.5947150533828034,4.000120000000003,363.446,72.7,6,1,4,4,26,4,0,0
CCOC(=O)c1ccc(NS(=O)(=O)c2ccc(N)s2)cc1OCCO,0.5888519160916585,1.6789,386.45100000000014,127.95,8,3,8,2,25,2,0,0
CCOc1cc(-c2cnc3c(O)cc(-n4cncn4)cc3c2)ccc1O,0.5877174493973544,3.292400000000001,348.3620000000001,93.29,7,2,4,4,26,4,0,0
N=O.O=C(O)c1cc(-c2ccnnc2)nc2cc(O)c(Br)cc12,0.5833356408406695,3.1896700000000004,377.15400000000005,137.12,7,3,2,3,23,3,0,0
O=S(=O)(Nc1ccc(O)c(OCc2cnccn2)c1)c1ccc(Br)o1,0.5827902578215052,2.9175000000000013,426.24800000000005,114.55000000000001,7,2,6,3,25,3,0,0
CCNc1cc2c(C(=O)Nc3ccc(O)nc3)c(O)ccc2nc1C,0.58233005936449,3.033520000000001,338.3670000000001,107.37,6,4,4,3,25,3,0,0
CC(=O)N(Cc1ccccc1)C(=O)Nc1ccc(N2CCOCC2)cc1,0.9174318888443255,3.1038000000000014,353.4220000000002,61.88000000000001,4,1,4,2,26,3,0,0
CCc1ccc(S(=O)(=O)NC(=O)c2ccc(N(C)C)cc2)cc1,0.9130967911173042,2.433700000000001,332.42500000000007,66.48,4,1,5,2,23,2,0,0
Cc1cc(C(=O)NCc2ccc(C(=O)O)cc2)ccc1C(C)(C)C,0.8951015289320602,3.920720000000003,325.40800000000013,66.4,2,2,4,2,24,2,0,0
O=C(CS(=O)(=O)N1CCOCC1)Nc1ccc(C(F)(F)F)cc1,0.8864658280293037,1.3059000000000007,352.334,75.71000000000001,4,1,4,1,23,2,0,0
O=C(Nc1nccs1)C1CCN(c2ccc(OC(F)(F)F)cc2)CC1,0.8858040951804984,3.8968000000000025,371.38400000000007,54.46000000000001,5,1,4,2,25,3,0,0
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3cccn32)C1C,0.8726635116704565,2.3821000000000003,246.35399999999998,34.03,2,1,3,1,18,3,0,0
O=C(NCN1C2CC3CC(C2)C1C3)c1ccc(F)nc1C(F)F,0.8659628649716474,2.718400000000001,325.33399999999995,45.230000000000004,3,1,4,1,23,5,0,0
CCOc1c(C)cccc1NC(=O)CN(C)C(=O)[C@H]1CCCN1C,0.8634259010842854,1.8848199999999997,333.43200000000013,61.88,4,1,6,1,24,2,0,0
COc1ccccc1C(=O)NCC(=O)Nc1ccc(C(C)(C)C)cc1C,0.8607879414205378,3.6696200000000028,354.45000000000016,67.42999999999999,3,2,5,2,26,2,0,0
Cc1ccc(N=C2C(=O)N(C)c3cccc(Cl)c32)cc1[SH]=O,0.8592739863726759,3.0498200000000018,332.81200000000007,49.74,3,1,2,2,22,3,0,0
Cc1ccc2c(c1)CCN2c1ccc(O)nc1C(=O)OCC(F)(F)F,0.8568177547788199,3.5089200000000016,352.31200000000007,62.66,5,1,3,2,25,3,0,0
CN(c1ccccc1)S(=O)(=O)c1ccc(N2CCOCC2)cc1C#N,0.8387844955284615,2.2199800000000005,357.4350000000002,73.64000000000001,5,0,4,2,25,3,0,0
COc1ccccc1Nc1ccc(OC)c(S(=O)(=O)N2CCOCC2)c1,0.8321350465977598,2.4683,378.4500000000002,77.1,6,1,6,2,26,3,0,0
Cc1ccc(-c2cc(C(=O)OCC(=O)O)no2)cc1Cl.Cl.Cl,0.8320395123548235,3.3884200000000018,368.59999999999997,89.63000000000001,5,1,4,2,22,2,0,0
C.CC(c1ccccc1)N(C)C(=O)Nc1ccc(C(=O)O)cc1Cl,0.8251768470480416,4.899200000000004,348.83000000000004,69.64,2,2,4,2,24,2,0,0
CCOC(=O)N1CCC(N2Cc3ccc(OC)c(OC)c3C2=O)CC1C,0.8236808632330226,2.6690000000000005,362.42600000000016,68.31,5,0,4,1,26,3,0,0
CC1CC2CC(c3ccc(Cl)c(Cl)c3)CCC12C(=O)C(=O)O,0.8203932048687738,4.557000000000003,341.2340000000001,54.370000000000005,2,1,3,1,22,3,0,0
C.CNC(=O)OCC(=O)NCCc1ccc(C(C)(C)C)cc1Cl.Cl,0.819697786081143,3.710100000000003,379.32800000000003,67.42999999999999,3,2,5,1,24,1,0,0
COc1c(C(=O)Nc2cc(Cl)ccc2C(=O)O)ccc(Cl)c1Cl,0.8194374156275994,4.605900000000002,374.6070000000001,75.63,3,2,4,2,23,2,0,0
CC(C)CC(NC(=O)OC12CC3CC(CC(C3)C1)C2)C(N)=O,0.8187364632786664,2.5814000000000004,308.422,81.41999999999999,3,2,5,0,22,4,0,0
CCOC(=O)c1ccc(OC)c(NS(=O)(=O)c2ccc(C)o2)c1,0.8128806185357483,2.5741200000000006,339.3690000000001,94.83999999999999,6,1,6,2,23,2,0,0
CCC(=O)Nc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1OC,0.8115244936796372,4.602800000000003,367.2320000000001,67.43,3,2,5,2,24,2,0,0
CN.CN(C)Cc1ccc2cccc(C(=O)O)c2c1Cl.Cl.Cl.Cl,0.8090684409127112,4.093300000000005,404.165,66.56,3,2,3,2,23,2,0,0
COc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(C)=O)cc1,0.8081125055851788,2.6492000000000013,331.3930000000001,63.68,4,0,4,2,23,3,0,0
CCC(C)(C)OC(=O)N[C@H](BO)Cc1coc2cccnc12,0.7968879007200877,1.9549999999999996,304.15500000000003,84.59,5,2,6,2,22,2,0,0
CCOC(=O)N1CCN(C(=O)OCc2ccc(OC)c(OC)c2)CC1C,0.7968046797267734,2.503000000000001,366.41400000000016,77.54,6,0,5,1,26,2,0,0
CCc1ccccc1NC(=O)C1CCSc2ccc(OC)cc21.Cl.Cl.O,0.7952784490658409,4.4946000000000055,418.3860000000001,69.83,3,1,4,2,26,3,0,0
CC(NC(=O)OCc1cccnn1)C(=O)N1CCC[C@H]1C(=O)O,0.7918550440298382,0.16690000000000044,322.3210000000001,121.72000000000001,6,2,5,1,23,2,0,0
COC(=O)c1ccc(NC(=O)Nc2ccc(OC)c(OC)c2)cc1Cl,0.7882177464810692,3.7878000000000016,364.7850000000001,85.89,5,2,5,2,25,2,0,0
O=C(O)c1cccc(C(=O)Nc2ccc(C(=O)O)c(CF)c2)c1,0.7864185115694156,2.804800000000001,317.27200000000005,103.7,3,3,5,2,23,2,0,0
O=C(Nc1ccc(Cl)cc1)C1CC1c1ccc(F)nc1OC1CCC1O,0.7831263785590001,3.518400000000002,376.81500000000017,71.45,4,2,5,2,26,4,0,0
COC(=O)[C@H](Cc1ccc(O)nc1)NC(=O)Cc1ccccc1,0.7829935837757098,1.2301999999999993,314.341,88.52000000000001,5,2,6,2,23,2,0,0
NC(=O)[C@@H](Cc1cccc(Br)c1)NC(=O)CCc1ccccc1,0.7810040175347545,2.5945,375.26600000000013,72.19,2,2,7,2,23,2,0,0
Cc1ccc(C(=O)N[C@H](Cc2ccc(O)nc2)C(=O)O)cc1,0.7771911011944769,1.52132,300.314,99.52,4,3,5,2,22,2,0,0
Cc1cccc(Nc2nccc(C(=O)O)n2)c1Cl.Cl.Cl.Cl.Cl,0.7768387669761074,4.567420000000002,409.5280000000001,75.11,4,2,3,2,22,2,0,0
CCC(C)CCC(=O)N[C@@H](Cc1coc2c1CCCC2)C(=O)O,0.7708559423234899,3.0966000000000014,321.4170000000001,79.54,3,2,8,1,23,2,0,0
Cc1ccc(NC(=O)CN2C(=O)C(O)=C(C(=O)O)C2C)cc1,0.7707929506903222,1.0609199999999994,304.302,106.94000000000001,4,3,4,1,22,2,0,0
O=C(Nc1ccc(Cl)cc1)c1cn(C2CCC2)nc1-c1ccnnc1,0.7698036428724825,3.970800000000003,353.81300000000005,72.7,5,1,4,3,25,4,0,0
CN.Cc1ccc(S(=O)(=O)Nc2cc(C(=O)O)ccn2)cc1Cl,0.7697830485470114,2.1173199999999994,357.81899999999996,122.38,5,3,4,2,23,2,0,0
CC1CC(c2ccc(C(F)(F)F)cc2)=NN1C(=O)C(C)(C)C,0.7689360573607441,4.076400000000003,312.33500000000004,32.67,2,0,1,1,22,2,0,0
CC(=O)Nc1ccc(C(=O)Nc2ccc(-n3cncn3)cc2)cc1C,0.7671095839962153,2.7864200000000006,335.3670000000001,88.91000000000001,5,2,4,3,25,3,0,0
Cc1ccc(Oc2ccc(C(=O)Nc3ccc(C)nn3)c(C)c2)cc1,0.766096838464094,4.446460000000003,333.3910000000001,64.11,4,1,4,3,25,3,0,0
Cc1ccc2c(=O)[nH]nc(C(=O)Nc3ccc(C)c(C)c3)c2n1,0.76109467297549,2.495660000000001,308.34100000000007,87.74,4,2,2,3,23,3,0,0
COc1ccc(NC(=O)Nc2cc(Cl)cc(N3CCOCC3)c2)cc1O,0.7587451520696236,3.534800000000002,377.8280000000002,83.06,5,3,4,2,26,3,0,0
CC(=O)Nc1ccc(Oc2nnc(SCC(=O)N3CCOCC3)o2)cc1,0.7581484966730938,1.7711999999999997,378.4100000000002,106.79,8,1,6,2,26,3,0,0
CC(C)C[C@@H](C=O)NC(=O)COc1ccc(Br)c(Cl)c1,0.7578249599783804,3.211100000000001,362.65099999999995,55.400000000000006,3,1,7,1,20,1,0,0
CC(C)C(C)NC(=O)N[C@H](C(=O)NC1CCC1)c1cccs1,0.7531962488144369,2.8016000000000005,323.462,70.23,3,3,6,1,22,2,0,0
CCN(CC)C(=O)c1ccc2[nH]c3ccc(C)nc3c2c1C=O,0.7518203324650877,3.319020000000002,309.3690000000001,66.06,3,1,4,3,23,3,0,0
CCOc1ccc(C(=O)NC(=S)Nc2ccc(C)nn2)cc1OC(C)C,0.751579355415987,3.0977200000000016,374.4660000000001,85.37,6,2,6,2,26,2,0,0
CC(C)(O)C(=O)Nc1ccc(C(=O)Nc2ccc(F)nc2)cc1F,0.7479582781391487,2.3215000000000003,335.31000000000006,91.32000000000001,4,3,4,2,24,2,0,0
COc1ccc(-c2nc3cc4n(c3c(=O)[nH]2)OCCC4)cc1O,0.747824184169573,1.4806,313.31300000000005,89.37,6,2,2,3,23,4,0,0
C.COC(=O)c1ccccc1NC(=O)c1ccc(O)s1.Cl.Cl.Cl,0.7463731632868602,4.394100000000004,402.72700000000003,75.63,5,2,3,2,23,2,0,0
CC(C)CNC(=O)Cn1ccc2nc(-c3ccnnc3)ncc2c1=O,0.7449510783118033,1.0206999999999995,338.3710000000001,102.66,7,1,5,3,25,3,0,0
O=C(Nc1ccc(C2CCC2)cc1)c1conc1-c1ccnn1C1CC1,0.7418734713210077,4.392800000000003,348.40600000000006,72.95000000000002,5,1,5,3,26,5,0,0
